|名称=	|よみ=	|所在地=	|電話番号=	|FAX=	|メールアドレス=	|URL=	|備考=	== その他 ==							
一関市立本寺中学校	いちのせきしりつほんでらちゅうがっこう	〒021-0101 岩手県一関市厳美町字岡山16	0191-39-2244						[[Category:岩手県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]			
一関市立本寺小学校	いちのせきしりつほんでらしょうがっこう	〒021-0101 岩手県一関市厳美町字岡山16-6	0191-39-2233						[[Category:岩手県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
一関市立厳美中学校	いちのせきしりつげんびちゅうがっこう	〒021-0101 岩手県一関市厳美町字上の台51	0191-29-2016	0191-29-3190		http://academic2.plala.or.jp/genchu/			[[Category:岩手県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]			
一関市立厳美小学校	いちのせきしりつげんびしょうがっこう	〒021-0101 岩手県一関市厳美町字上の台55	0191-29-2114						[[Category:岩手県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
一関市立達古袋小学校	いちのせきしりつたっこたいしょうがっこう	〒021-0102 岩手県一関市萩荘字八幡154-3	0191-29-2120						[[Category:岩手県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
一関市立舞川小学校	いちのせきしりつまいかわしょうがっこう	〒021-0221 岩手県一関市舞川字館ﾉ越20-4	0191-28-2121						[[Category:岩手県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
一関市立舞川中学校	いちのせきしりつまいかわちゅうがっこう	〒021-0221 岩手県一関市舞川字中入108-2	0191-28-2823						[[Category:岩手県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]			
一関市立桜町中学校	いちのせきしりつさくらまちちゅうがっこう	〒021-0821 岩手県一関市三関字桜町51-1	0191-23-5249	0191-23-8023	ouchu(at)educet.plala.or.jp	http://academic2.plala.or.jp/ouchu/			[[Category:岩手県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]			
一関市立一関小学校	かねがさきちょうりついちのせきしょうがっこう	〒021-0836 岩手県一関市鳴神33	0191-23-5016						[[Category:岩手県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
一関市立南小学校	いちのせきしりつみなみしょうがっこう	〒021-0863 岩手県一関市南町3-3	0191-23-3218						[[Category:岩手県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
岩手県立一関第一高等学校附属中学校	いちのせきだいいちこうとうがっこうふぞくちゅうがっこう	〒021-0894 岩手県一関市磐井町9-1	0191-23-4411	0191-23-4413		http://www2.iwate-ed.jp/ic1-h/			[[Category:岩手県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]			
一関市立一関中学校	いちのせきしりついちのせきちゅうがっこう	〒021-0901 岩手県一関市真柴字中田18	0191-23-4864	0191-23-5121		http://academic2.plala.or.jp/kanchu/			[[Category:岩手県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]			
一関市立萩荘中学校	いちのせきしりつはぎしょうちゅうがっこう	〒021-0902 岩手県一関市萩荘字境の神246	0191-24-2324			http://academic2.plala.or.jp/hagichu/			[[Category:岩手県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]			
一関市立萩荘小学校	いちのせきしりつはぎしょうしょうがっこう	〒021-0902 岩手県一関市萩荘字境ﾉ神265	0191-24-2350						[[Category:岩手県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
大船渡市末崎小学校	おおふなとしりつまっさきしょうがっこう	〒022-0001 岩手県大船渡市末崎町字山岸122	0192-29-3928						[[Category:岩手県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
大船渡市立末崎中学校	おおふなとしりつまっさきちゅうがっこう	〒022-0001 岩手県大船渡市末崎町字平林72-13	0192-29-3926						[[Category:岩手県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]			
大船渡市立大船渡中学校	おおふなとしりつおおふなとちゅうがっこう	〒022-0002 岩手県大船渡市大船渡町字永沢94-1	0192-27-6850	0192-27-6852		http://www.city.ofunato.iwate.jp/www/contents/1081149029644/html/common/4dc7b95d025.html			[[Category:岩手県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]			
大船渡市大船渡小学校	おおふなとしりつおおふなとしょうがっこう	〒022-0002 岩手県大船渡市大船渡町字笹崎67	0192-26-3524						[[Category:岩手県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
大船渡市大船渡北小学校	おおふなとしりつおおふなときたしょうがっこう	〒022-0002 岩手県大船渡市大船渡町字山馬越68-2	0192-27-7107						[[Category:岩手県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
大船渡市立盛小学校	おおふなとしりつさかりしょうがっこう	〒022-0003 岩手県大船渡市盛町字沢川30	0192-26-3624						[[Category:岩手県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
大船渡市猪川小学校	おおふなとしりついかわしょうがっこう	〒022-0004 岩手県大船渡市猪川町字轆轤石23	0192-26-3628						[[Category:岩手県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
大船渡市日頃市小学校	おおふなとしりつひころいちしょうがっこう	〒022-0005 岩手県大船渡市日頃市町字関谷48	0192-28-2301						[[Category:岩手県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
大船渡市立日頃市中学校	おおふなとしりつひころいちちゅうがっこう	〒022-0005 岩手県大船渡市日頃市町字関谷60-1	0192-28-2302			http://www.nnet.ne.jp/~nisho/index_c.html			[[Category:岩手県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]			
大船渡市立第一中学校	おおふなとしりつだいいちちゅうがっこう	〒022-0006 岩手県大船渡市立根町字宮田86	0192-26-3527	0192-26-3538	daiichi(at)nnet.ne.jp	http://www.nnet.ne.jp/~daiichi/			[[Category:岩手県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]			
大船渡市立根小学校	おおふなとしりつたっこんしょうがっこう	〒022-0006 岩手県大船渡市立根町字上ﾉ台19-2	0192-26-3627						[[Category:岩手県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
大船渡市立赤崎中学校	おおふなとしりつあかさきちゅうがっこう	〒022-0007 岩手県大船渡市赤崎町字山口115	0192-26-3525	0192-26-6542		http://www.city.ofunato.iwate.jp/www/contents/1081149029644/html/common/4dc7b95d027.html			[[Category:岩手県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]			
大船渡市赤崎小学校	おおふなとしりつあかさきしょうがっこう	〒022-0007 岩手県大船渡市赤崎町字生形59-2	0192-26-3625						[[Category:岩手県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
大船渡市蛸ノ浦小学校	おおふなとしりつたこのうらしょうがっこう	〒022-0007 岩手県大船渡市赤崎町字鳥沢10-2	0192-26-3629						[[Category:岩手県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
大船渡市越喜来小学校	おおふなとしりつおきらいしょうがっこう	〒022-0101 岩手県大船渡市三陸町越喜来字沖田35	0192-44-2102						[[Category:岩手県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
大船渡市立越喜来中学校	おおふなとしりつおきらいちゅうがっこう	〒022-0101 岩手県大船渡市三陸町越喜来字前田41	0192-44-2104	0192-44-3104		http://www.city.ofunato.iwate.jp/www/contents/1081149029644/html/common/4dc7b95d030.html			[[Category:岩手県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]			
大船渡市崎浜小学校	おおふなとしりつさきはましょうがっこう	〒022-0101 岩手県大船渡市三陸町越喜来字仲崎浜183	0192-44-2128						[[Category:岩手県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
大船渡市甫嶺小学校	おおふなとしりつほれいしょうがっこう	〒022-0101 岩手県大船渡市三陸町越喜来字甫嶺134-2	0192-44-2108						[[Category:岩手県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
大船渡市立吉浜中学校	おおふなとしりつよしはまちゅうがっこう	〒022-0102 岩手県大船渡市三陸町吉浜字扇洞127-2	0192-45-2153	0192-45-2164		http://www.city.ofunato.iwate.jp/www/contents/1081149029644/html/common/4dc7b95d031.html			[[Category:岩手県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]			
大船渡市吉浜小学校	おおふなとしりつよしはましょうがっこう	〒022-0102 岩手県大船渡市三陸町吉浜字扇洞185	0192-45-2016						[[Category:岩手県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
大船渡市立綾里中学校	おおふなとしりつりょうりちゅうがっこう	〒022-0211 岩手県大船渡市三陸町綾里字黒土田99-1	0192-42-2300	0192-42-2288		http://www.city.ofunato.iwate.jp/www/contents/1081149029644/html/common/4dc7b95d029.html			[[Category:岩手県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]			
大船渡市綾里小学校	おおふなとしりつりょうりしょうがっこう	〒022-0211 岩手県大船渡市三陸町綾里字平館21	0192-42-2100						[[Category:岩手県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
奥州市立東水沢中学校	おうしゅうしりつひがしみずさわちゅうがっこう	〒023-0003 岩手県奥州市水沢区佐倉河字瀬ﾉ上2-5	0197-24-2165			http://school.city.oshu.iwate.jp/higashimizusawa-j/			[[Category:岩手県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]			
奥州市立佐倉河小学校	おうしゅうしりつさくらかわしょうがっこう	〒023-0003 岩手県奥州市水沢区佐倉河字曽根7	0197-24-7407			http://school.city.oshu.iwate.jp/sakurakawa-e/			[[Category:岩手県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
奥州市立水沢中学校	おうしゅうしりつみずさわちゅうがっこう	〒023-0037 岩手県奥州市水沢区字南丑沢10-1	0197-24-2661	0197-24-7633		http://school.city.oshu.iwate.jp/mizusawa-j/			[[Category:岩手県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]			
奥州市立水沢小学校	おうしゅうしりつみずさわしょうがっこう	〒023-0058 岩手県奥州市水沢区字堀ﾉ内4-2	0197-23-2211			http://school.city.oshu.iwate.jp/mizusawa-e/			[[Category:岩手県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
奥州市立黒石小学校	おうしゅうしりつくろいししょうがっこう	〒023-0101 岩手県奥州市水沢区黒石町字長根2-15	0197-26-2224			http://school.city.oshu.iwate.jp/kuroishi-e/			[[Category:岩手県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
奥州市立羽田小学校	おうしゅうしりつはだしょうがっこう	〒023-0132 岩手県奥州市水沢区羽田町字洗田362	0197-24-7403			http://school.city.oshu.iwate.jp/hada-e/			[[Category:岩手県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
奥州市立田原小学校	おうしゅうしりつたわらしょうがっこう	〒023-0171 岩手県奥州市江刺区田原字駒場108	0197-35-1928			http://school.city.oshu.iwate.jp/tawara-e/			[[Category:岩手県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
奥州市立大田代小学校	おうしゅうしりつおおたしろしょうがっこう	〒023-0171 岩手県奥州市江刺区田原字大平42	0197-32-2333			http://school.city.oshu.iwate.jp/ootashiro-e/			[[Category:岩手県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
奥州市立田原中学校	おうしゅうしりつたわらちゅうがっこう	〒023-0171 岩手県奥州市江刺区田原字大平42	0197-32-2361	0197-32-2361		http://school.city.oshu.iwate.jp/tawara-j/			[[Category:岩手県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]			
奥州市立南都田小学校	おうしゅうしりつなつたしょうがっこう	〒023-0401 岩手県奥州市胆沢区南都田字塚田126	0197-46-3130			http://school.city.oshu.iwate.jp/natuta-e/			[[Category:岩手県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
奥州市立南都田中学校	おうしゅうしりつなつたちゅうがっこう	〒023-0401 岩手県奥州市胆沢区南都田字塚田126	0197-46-2423	0197-46-4189		http://school.city.oshu.iwate.jp/natuta-j/			[[Category:岩手県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]			
奥州市立胆沢第一小学校	おうしゅうしりついさわだいいちしょうがっこう	〒023-0402 岩手県奥州市胆沢区小山字道場30	0197-47-0323			http://school.city.oshu.iwate.jp/isawadaiichi-e/			[[Category:岩手県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
奥州市立小山中学校	おうしゅうしりつおやまちゅうがっこう	〒023-0402 岩手県奥州市胆沢区小山字道場66	0197-47-0324	0197-47-2289		http://school.city.oshu.iwate.jp/oyama-j/			[[Category:岩手県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]			
奥州市立胆沢愛宕小学校	おうしゅうしりついさわあたごしょうがっこう	〒023-0403 岩手県奥州市胆沢区若柳字愛宕350	0197-49-2233			http://school.city.oshu.iwate.jp/isawaatago-e/			[[Category:岩手県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
奥州市立若柳中学校	おうしゅうしりつわかやなぎちゅうがっこう	〒023-0403 岩手県奥州市胆沢区若柳字土橋30	0197-46-2429	0197-46-4489		http://school.city.oshu.iwate.jp/wakayanagi-j/			[[Category:岩手県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]			
奥州市立若柳小学校	おうしゅうしりつわかやなぎしょうがっこう	〒023-0403 岩手県奥州市胆沢区若柳字箸塚181	0197-46-2708			http://school.city.oshu.iwate.jp/wakayanagi-e/			[[Category:岩手県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
奥州市立常盤小学校	おうしゅうしりつときわしょうがっこう	〒023-0821 岩手県奥州市水沢区神明町一丁目1-5	0197-23-2641			http://school.city.oshu.iwate.jp/tokiwa-e/			[[Category:岩手県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
奥州市立姉体小学校	おうしゅうしりつあねたいしょうがっこう	〒023-0831 岩手県奥州市水沢区姉体町字京原70	0197-26-2033			http://school.city.oshu.iwate.jp/anetai-e/			[[Category:岩手県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
