|名称=	|よみ=	|所在地=	|電話番号=	|FAX=	|URL=	|備考=					
さいたま市立西浦和小学校	さいたましりつにしうらわしょうがっこう	〒336-0033 埼玉県さいたま市南区曲本1-3-5	048-862-3510	048-836-1581	http://nishiurawa-e.saitama-city.ed.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
さいたま市立日進小学校	さいたましりつにっしんしょうがっこう	〒331-0823 埼玉県さいたま市北区日進町2-911	048-663-6942	048-664-8988	http://nisshin-e.saitama-city.ed.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
さいたま市立日進北小学校	さいたましりつにっしんきたしょうがっこう	〒331-0823 埼玉県さいたま市北区日進町3-178	048-663-1842	048-663-9884	http://nisshinkita-e.saitama-city.ed.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
さいたま市立野田小学校	さいたましりつのだしょうがっこう	〒336-0977 埼玉県さいたま市緑区上野田16	048-878-0003	048-812-1048	http://noda-e.saitama-city.ed.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
さいたま市立沼影小学校	さいたましりつぬまかげしょうがっこう	〒336-0027 埼玉県さいたま市南区沼影2-8-36	048-863-0777	048-836-1582	http://numakage-e.saitama-city.ed.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
さいたま市立大久保小学校	さいたましりつおおくぼしょうがっこう	〒338-0815 埼玉県さいたま市桜区五関21	048-854-7636	048-840-1425	http://okubo-e.saitama-city.ed.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
さいたま市立大久保東小学校	さいたましりつおおくぼひがししょうがっこう	〒338-0826 埼玉県さいたま市桜区大久保領家331	048-852-3065	048-840-1426	http://okubohigashi-e.saitama-city.ed.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
さいたま市立尾間木小学校	さいたましりつおまぎしょうがっこう	〒336-0926 埼玉県さいたま市緑区東浦和8-11-5	048-873-6000	048-810-1121	http://omagi-e.saitama-city.ed.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
さいたま市立大牧小学校	さいたましりつおおまきしょうがっこう	〒336-0926 埼玉県さいたま市緑区東浦和6-12-3	048-874-3456	048-810-1124	http://omaki-e.saitama-city.ed.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
さいたま市立大宮別所小学校	さいたましりつおおみやべっしょしょうがっこう	〒331-0821 埼玉県さいたま市北区別所町42-1	048-667-3633	048-667-8770	http://omiyabessho-e.saitama-city.ed.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
さいたま市立大宮小学校	さいたましりつおおみやしょうがっこう	〒330-0846 埼玉県さいたま市大宮区大門町3-3	048-641-7051	048-645-1655	http://omiya-e.saitama-city.ed.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
さいたま市立大宮東小学校	さいたましりつおおみやひがししょうがっこう	〒330-0804 埼玉県さいたま市大宮区堀の内町3-145	048-644-0311	048-645-4590	http://omiyahigashi-e.saitama-city.ed.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
さいたま市立大宮北小学校	さいたましりつおおみやきたしょうがっこう	〒330-0802 埼玉県さいたま市大宮区宮町3-84	048-644-0123	048-644-5603	http://omiyakita-e.saitama-city.ed.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
さいたま市立大宮南小学校	さいたましりつおおみやみなみしょうがっこう	〒330-0843 埼玉県さいたま市大宮区吉敷町3-87	048-641-0339	048-641-0366	http://omiyaminami-e.saitama-city.ed.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
さいたま市立大宮西小学校	さいたましりつおおみやにししょうがっこう	〒331-0052 埼玉県さいたま市西区三橋5-1359	048-624-0035	048-624-2316	http://omiyanishi-e.saitama-city.ed.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
さいたま市立大成小学校	さいたましりつおおなりしょうがっこう	〒330-0852 埼玉県さいたま市大宮区大成町2-282	048-663-1007	048-663-9882	http://onari-e.saitama-city.ed.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
さいたま市立大砂土小学校	さいたましりつおおさとしょうがっこう	〒331-0802 埼玉県さいたま市北区本郷町1	048-663-7005	048-663-9886	http://osato-e.saitama-city.ed.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
さいたま市立大砂土東小学校	さいたましりつおおさとひがししょうがっこう	〒337-0053 埼玉県さいたま市見沼区大和田町2-998	048-684-8003	048-684-8965	http://osatohigashi-e.saitama-city.ed.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
さいたま市立太田小学校	さいたましりつおおたしょうがっこう	〒339-0054 埼玉県さいたま市岩槻区仲町1-17-3	048-756-0515	048-758-7487	http://ota-e.saitama-city.ed.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
さいたま市立大戸小学校	さいたましりつおおとしょうがっこう	〒338-0011 埼玉県さいたま市中央区新中里1-6-28	048-831-3796	048-831-3589	http://oto-e.saitama-city.ed.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
さいたま市立大谷場小学校	さいたましりつおおやばしょうがっこう	〒336-0017 埼玉県さいたま市南区南浦和1-18-3	048-882-2555	048-811-1326	http://oyaba-e.saitama-city.ed.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
さいたま市立大谷場東小学校	さいたましりつおおやばひがししょうがっこう	〒336-0016 埼玉県さいたま市南区大谷場2-13-54	048-882-4618	048-811-1327	http://oyabahigashi-e.saitama-city.ed.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
さいたま市立大谷小学校	さいたましりつおおやしょうがっこう	〒337-0014 埼玉県さいたま市見沼区大谷18	048-685-8511	048-685-5137	http://oya-e.saitama-city.ed.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
さいたま市立大谷口小学校	さいたましりつおおやぐちしょうがっこう	〒336-0041 埼玉県さいたま市南区広ヶ谷戸24	048-887-2731	048-811-1325	http://oyaguchi-e.saitama-city.ed.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
寄居町立桜沢小学校	よりいちょうりつさくらざわしょうがっこう	〒369-1202 埼玉県大里郡寄居町桜沢2740	048-581-0131	048-581-9735	http://park12.wakwak.com/~sakurazawa1/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
寄居町立折原小学校	よりいちょうりつおりはらしょうがっこう	〒369-1231 埼玉県大里郡寄居町立原385	048-581-0328	048-581-9737	http://park21.wakwak.com/~orihara1/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
寄居町立寄居小学校	よりいちょうりつよりいしょうがっこう	〒369-1203 埼玉県大里郡寄居町寄居206	048-581-0102	048-581-0105	http://park21.wakwak.com/~yoriisho/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
寄居町立鉢形小学校	よりいちょうりつはちがたしょうがっこう	〒369-1224 埼玉県大里郡寄居町鉢形645	048-581-3300	048-581-1561	http://park22.wakwak.com/~hachigata/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
寄居町立男衾小学校	よりいちょうりつおぶすましょうがっこう	〒369-1216 埼玉県大里郡寄居町富田53	048-582-0037	048-582-0031	http://park5.wakwak.com/~obusho1/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
白岡町立大山小学校	しらおかちょうりつおおやましょうがっこう	〒349-0202 埼玉県南埼玉郡白岡町荒井新田339	0480-97-0627	0480-97-0677	http://ptc6.jrscomware.com/ooyamae/default.asp		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
さいたま市立道祖土小学校	さいたましりつさいどしょうがっこう	〒336-0907 埼玉県さいたま市緑区道祖土1-1-1	048-885-2512	048-811-1328	http://saido-e.saitama-city.ed.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
さいたま市立栄小学校	さいたましりつさかえしょうがっこう	〒331-0058 埼玉県さいたま市西区飯田811	048-623-0775	048-624-2336	http://sakae-e.saitama-city.ed.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
さいたま市立栄和小学校	さいたましりつさかわしょうがっこう	〒338-0823 埼玉県さいたま市桜区栄和1-7-1	048-853-4022	048-840-1427	http://sakawa-e.saitama-city.ed.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
さいたま市立桜木小学校	さいたましりつさくらぎしょうがっこう	〒330-0854 埼玉県さいたま市大宮区桜木町4-328-9	048-641-0276	048-645-5934	http://sakuragi-e.saitama-city.ed.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
さいたま市立指扇小学校	さいたましりつさしおうぎしょうがっこう	〒331-0047 埼玉県さいたま市西区指扇4226	048-623-0133	048-624-2200	http://sashiogi-e.saitama-city.ed.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
さいたま市立指扇北小学校	さいたましりつさしおうぎきたしょうがっこう	〒331-0077 埼玉県さいたま市西区中釘1506-1	048-622-4131	048-624-2358	http://sashiogikita-e.saitama-city.ed.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
越谷市立出羽小学校	こしがやしりつでわしょうがっこう	〒343-0856 埼玉県越谷市谷中町2-69	048-962-2029	048-962-2030	http://school.city.koshigaya.saitama.jp/dewa-e/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
越谷市立蒲生第二小学校	こしがやしりつがもうだいにしょうがっこう	〒343-0842 埼玉県越谷市蒲生旭町1-75	048-985-6812	048-985-6811	http://school.city.koshigaya.saitama.jp/gamoudaini-e/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
越谷市立蒲生小学校	こしがやしりつがもうしょうがっこう	〒343-0842 埼玉県越谷市蒲生旭町1-84	048-985-6612	048-985-6611	http://school.city.koshigaya.saitama.jp/gamou-e/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
越谷市立蒲生南小学校	こしがやしりつがもうみなみしょうがっこう	〒343-0832 埼玉県越谷市南町1-8-1	048-985-8281	048-985-8282	http://school.city.koshigaya.saitama.jp/gamouminami-e/	公式サイト工事中(2011-01-05)	[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
越谷市立花田小学校	こしがやしりつはなたしょうがっこう	〒343-0015 埼玉県越谷市花田4-14-1	048-966-7273	048-966-7272	http://school.city.koshigaya.saitama.jp/hanata-e/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
越谷市立東越谷小学校	こしがやしりつひがしこしがやしょうがっこう	〒343-0023 埼玉県越谷市東越谷6-1040	048-964-0675	048-964-0668	http://school.city.koshigaya.saitama.jp/higashikoshigaya-e/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
越谷市立平方小学校	こしがやしりつひらかたしょうがっこう	〒343-0002 埼玉県越谷市平方2784	048-976-1586	048-976-1585	http://school.city.koshigaya.saitama.jp/hirakata-e/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
越谷市立川柳小学校	こしがやしりつかわやなぎしょうがっこう	〒343-0827 埼玉県越谷市川柳町1-471-1	048-986-3243	048-986-3242	http://school.city.koshigaya.saitama.jp/kawayanagi-e/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
越谷市立北越谷小学校	こしがやしりつきたこしがやしょうがっこう	〒343-0026 埼玉県越谷市北越谷3-10-38	048-975-6931	048-975-6932	http://school.city.koshigaya.saitama.jp/kitakoshigaya-e/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
越谷市立越ヶ谷小学校	こしがやしりつこしがやしょうがっこう	〒343-0817 埼玉県越谷市中町1-41	048-963-0180	048-963-0189	http://school.city.koshigaya.saitama.jp/koshigaya-e/koshisyoHP/top.html		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
越谷市立増林小学校	こしがやしりつましばやししょうがっこう	〒343-0011 埼玉県越谷市増林2-512	048-962-2740	048-962-2780	http://school.city.koshigaya.saitama.jp/mashibayashi-e/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
越谷市立明正小学校	こしがやしりつめいせいしょうがっこう	〒343-0827 埼玉県越谷市川柳町1-401	048-987-7560	048-987-7561	http://school.city.koshigaya.saitama.jp/meisei-e/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
越谷市立南越谷小学校	こしがやしりつみなみこしがやしょうがっこう	〒343-0845 埼玉県越谷市南越谷4-21-1	048-988-5582	048-988-5581	http://school.city.koshigaya.saitama.jp/minamikoshigaya-e/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
越谷市立宮本小学校	こしがやしりつみやもとしょうがっこう	〒343-0806 埼玉県越谷市宮本町5-85	048-965-2273	048-965-2272	http://school.city.koshigaya.saitama.jp/miyamoto-e/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
越谷市立新方小学校	こしがやしりつにいがたしょうがっこう	〒343-0006 埼玉県越谷市北川崎178	048-974-6779	048-974-6733	http://school.city.koshigaya.saitama.jp/niigata-e/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
