|名称=	|よみ=	|所在地=	|電話番号=	|FAX=	|URL=	|備考=				
蕨市立第二中学校	わらびしりつだいにちゅうがっこう	〒335-0005 埼玉県蕨市錦町3-9-38	048-443-2670	048-443-2671	http://www.warabi.ne.jp/~warabi-2/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
八潮市立大原中学校	やしおしりつだいばらちゅうがっこう	〒340-0815 埼玉県八潮市八潮5-9-1	048-996-1378	048-997-9067	http://www.yashio-daibara-jh.ed.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
八潮市立八條中学校	やしおしりつはちじょうちゅうがっこう	〒340-0801 埼玉県八潮市八條555	048-936-2121	048-935-6607	http://www.yashio-hachijo-jh.ed.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
八潮市立潮止中学校	やしおしりつしおどめちゅうがっこう	〒340-0823 埼玉県八潮市古新田530	048-996-7325	048-997-9074	http://www.yashio-shiodome-jh.ed.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
八潮市立八潮中学校	やしおしりつやしおちゅうがっこう	〒340-0816 埼玉県八潮市中央1-1-2	048-996-4219	048-997-9063	http://www.yashio-yashio-jh.ed.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
八潮市立八幡中学校	やしおしりつやわたちゅうがっこう	〒340-0808 埼玉県八潮市緑町4-19-1	048-997-1027	048-997-9069	http://www.yashio-yawata-jh.ed.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
春日部市立谷原中学校	かすかべしりつやわら	〒344-0035 埼玉県春日部市谷原新田1507	048-736-2910	048-734-9419	http://www.yawarachu.av-center.kasukabe.saitama.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
越生町立越生中学校	おごせちょうりつおごせちゅうがっこう	〒350-0404 埼玉県入間郡越生町成瀬618	049-292-3114	049-292-3502	http://www013.upp.so-net.ne.jp/ogose_jhs/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
伊奈町立伊奈中学校	いなちょうりついなちゅうがっこう	〒362-0806 埼玉県北足立郡伊奈町小室5166	048-721-2305	048-722-4305	http://www1.ocn.ne.jp/~inatyu/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
北本市立西中学校	きたもとしりつにしちゅうがっこう	〒364-0024 埼玉県北本市石戸9-210	048-592-9397	048-592-9912	http://www1.ocn.ne.jp/~kitanisi/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
本庄市立本庄西中学校	ほんじょうしりつほんじょうにしちゅうがっこう	〒367-0054 埼玉県本庄市千代田4-3-1	0495-22-6424	0495-23-3309	http://www1.ocn.ne.jp/~nishijh/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
行田市立南河原中学校	ぎょうだしりつみなみかわらちゅうがっこう	〒361-0084 埼玉県行田市南河原1081	048-557-0131	048-557-4221	http://www1.odn.ne.jp/nanchu/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
上里町立上里中学校	かみさとちょうりつかみさとちゅうがっこう	〒369-0306 埼玉県児玉郡上里町七本木336	0495-33-2974	0495-33-6881	http://www16.ocn.ne.jp/~kamichu/index2.html		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
桶川市立桶川東中学校	おけがわしりつおけがわひがしちゅうがっこう	〒363-0012 埼玉県桶川市末広3-19-28	048-728-4461	048-728-6053	http://www16.ocn.ne.jp/~okega9/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
上里町立上里北中学校	かみさとちょうりつかみさときたちゅうがっこう	〒369-0301 埼玉県児玉郡上里町金久保249	0495-33-7749	0495-33-7748	http://www17.ocn.ne.jp/~kamikita/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
本庄市立児玉中学校	ほんじょうしりつこだまちゅうがっこう	〒367-0217 埼玉県本庄市児玉町八幡山438	0495-72-0133	0495-72-1166	http://www18.ocn.ne.jp/~kochuhkn/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
神川町立神川中学校	かみかわちょうりつかみかわちゅうがっこう	〒367-0232 埼玉県児玉郡神川町新里450	0495-77-2409	0495-77-2410	http://www2.gunmanet.or.jp/kamichu/index.htm		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
桶川市立桶川西中学校	おけがわしりつおけがわにしちゅうがっこう	〒363-0027 埼玉県桶川市川田谷3680-1	048-787-1342	048-787-3564	http://www3.ocn.ne.jp/~okenishi/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
神川町立神泉中学校	かみかわちょうりつかみいずみちゅうがっこう	〒367-0311 埼玉県児玉郡神川町下阿久原1088	0274-52-2768	0274-52-4332	http://www5.wind.ne.jp/kamiizumi-jhs/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
北本市立東中学校	きたもとしりつひがしちゅうがっこう	〒364-0004 埼玉県北本市山中2-128	048-592-3145	048-592-3149	http://www8.ocn.ne.jp/~kita128/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
北本市立宮内中学校	きたもとしりつみやうちちゅうがっこう	〒364-0002 埼玉県北本市宮内4-322	048-543-2900	048-543-2901	http://www9.ocn.ne.jp/~miyachu/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
さいたま市立与野東中学校	さいたましりつよのひがしちゅうがっこう	〒338-0002 埼玉県さいたま市中央区下落合3-21-10	048-831-4527	048-831-4505	http://yonohigashi-j.saitama-city.ed.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
さいたま市立与野南中学校	さいたましりつよのみなみちゅうがっこう	〒338-0012 埼玉県さいたま市中央区大戸2-6-25	048-852-1579	048-852-1937	http://yonominami-j.saitama-city.ed.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
さいたま市立与野西中学校	さいたましりつよのにしちゅうがっこう	〒338-0013 埼玉県さいたま市中央区鈴谷8-10-33	048-852-6235	048-852-6253	http://yononishi-j.saitama-city.ed.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
所沢市立中央中学校	ところざわしりつちゅうおうちゅうがっこう	〒359-0042 埼玉県所沢市並木6-3	04-2995-2795	04-2995-2786			[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
川口市立上青木中学校	かわぐちしりつかみあおきちゅうがっこう	〒333-0845 埼玉県川口市上青木西3-9-1	048-265-3318	048-265-4392	http://www.sch.kawaguchi.saitama.jp/kamiaoki-j/	公式サイト準備中(2011-01-5)	[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
熊谷市立吉岡中学校	くまがやしりつよしおかちゅうがっこう	〒360-0163 埼玉県熊谷市平塚新田479-2	048-536-0880	048-536-7656	http://www.kuma-yjhs.ed.jp/	公式サイト準備中(2011-01-5)	[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
上尾市立東中学校向原分校	あげおしりつひがしちゅうがっこうむこうはらぶんこう	〒362-0012 埼玉県上尾市上尾宿2096	048-771-0064	048-770-1054			[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
越谷市立南中学校	こしがやしりつみなみちゅうがっこう	〒343-0827 埼玉県越谷市川柳町1-198	048-986-1032	048-986-1035	http://school.city.koshigaya.saitama.jp/minami-j/	公式サイト準備中(2011-01-5)	[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
毛呂山町立立川角中学校	もろやまちょうりつかわかどちゅうがっこう	〒350-0436 埼玉県入間郡毛呂山町川角264	049-294-0142	049-294-6710			[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
川島町立川島中学校	かわしまちょうりつかわじまちゅうがっこう	〒350-0128 埼玉県比企郡川島町白井沼230	049-297-0112	049-297-0398			[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
川島町立西中学校	かわしまちょうりつにしちゅうがっこう	〒350-0165 埼玉県比企郡川島町中山270-1	049-297-2427	049-297-2437			[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
東松山市立松山中学校	ひがしまつやましりつまつやまちゅうがっこう	〒355-0017 埼玉県東松山市松葉町2-6-11	0493-22-0248	0493-22-0297			[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
東松山市立南中学校	ひがしまつやましりつみなみちゅうがっこう	〒355-0072 埼玉県東松山市石橋330	0493-22-0676	0493-22-2457			[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
東松山市立北中学校	ひがしまつやましりつきたちゅうがっこう	〒355-0005 埼玉県東松山市松山1895-2	0493-23-1223	0493-23-1235			[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
東松山市立東中学校	ひがしまつやましりつひがしちゅうがっこう	〒355-0023 埼玉県東松山市六反町4	0493-24-1235	0493-24-1092			[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
東松山市立白山中学校	ひがしまつやましりつはくさんちゅうがっこう	〒355-0051 埼玉県東松山市白山台17	0493-35-2881	0493-35-2882			[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
嵐山町立玉ノ岡中学校	らんざんちょうりつたまのおかちゅうがっこう	〒355-0211 埼玉県比企郡嵐山町杉山610	0493-62-2305	0493-62-2764			[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
嵐山町立菅谷中学校	らんざんちょうりつすがやちゅうがっこう	〒355-0221 埼玉県比企郡嵐山町菅谷649	0493-62-2055	0493-62-4555			[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
小川町立欅台中学校	おがわちょうりつけやきだいちゅうがっこう	〒355-0316 埼玉県比企郡小川町角山1192	0493-72-1192	0493-74-1102			[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
小川町立東中学校	おがわちょうりつひがしちゅうがっこう	〒355-0321 埼玉県比企郡小川町小川1767-1	0493-72-0442	0493-74-5170			[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
小川町立西中学校	おがわちょうりつにしちゅうがっこう	〒355-0332 埼玉県比企郡小川町増尾250	0493-72-0899	0493-74-5171			[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
東秩父村立東秩父中学校	ひがしちちぶそんりつひがしちちぶちゅうがっこう	〒355-0373 埼玉県秩父郡東秩父村奥沢150	0493-82-1211	0493-82-1261			[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
美里町立美里中学校	みさとちょうりつみさとちゅうがっこう	〒367-0119 埼玉県児玉郡美里町駒衣1115-1	0495-76-0379	0495-76-4388			[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
