館名	郵便番号	住所	電話番号	URL	都道府県
大黒座長屋・郷土資料コーナー	040-0051	北海道函館市弁天町13－5	0138-27-2399		北海道
大雪山国立公園　旭岳ビジターセンター	071-0372	北海道東川町旭岳温泉	0166-97-2153		北海道
大雪山国立公園　層雲峡ビジターセンター	078-1701	北海道上川町層雲峡	01658-9-4400	http://sounkyovc.town.kamikawa.hokkaido.jp/	北海道
伊達市開拓記念館	052-0022	北海道伊達市梅本町61-2	0142-23-2061	http://www.city.date.hokkaido.jp/	北海道
男爵資料館	049-0282	北海道北斗市当別4丁目3-1	0138-75-2894	http://danshakuimo.com/	北海道
小さな陶芸美術館	005-0832	北海道札幌市南区北の沢1744－27	011-572-9010		北海道
地図と鉱石の山の手博物館	063-0007	北海道札幌市西区山の手7条8-6-1	011-623-3321	http://www.yamanote-museum.com	北海道
秩父別町郷土館	078-2102	北海道秩父別町1264	0164-33-2555		北海道
ちとせ・大空の夢アミュージアム	066-0012	北海道千歳市美々新千歳空港内	0123-46-5311		北海道
千歳サケのふるさと館	066-0028	北海道千歳市花園2インディアン水車公園内	0123-42-3001	http://www.city.chitose.Hokkaido.jp/tourist/salmon/index.html	北海道
忠類ナウマン象記念館	089-1723	北海道幕別町忠類383-1	01558-8-2826		北海道
月形樺戸博物館	061-0511	北海道月形町1219	0126-53-2399		北海道
つきさっぷ郷土資料館	062-0052	北海道札幌市豊平区月寒東2－2	011-854-6430		北海道
土の館	071-0502	北海道上富良野町西2線北25号スガノ農機(株)内	0167-45-3151		北海道
鶴居村ふるさと情報館	085-1206	北海道鶴居村鶴居東5－3	0154-64-2200	http://www.kushirokouiki.com/tsurui.html	北海道
天塩川歴史資料館	098-3306	北海道天塩町新栄通6	01632-2-2071		北海道
弟子屈ヨーロッパ民芸館	088-3222	北海道弟子屈町弟子屈原野745	01548-2-1511		北海道
弟子屈町屈斜路コタン  アイヌ民俗資料館	088-3341	北海道弟子屈町屈斜路市街一条通り11番地先	01548-4-2128		北海道
展示談話館「夢の館」	068-0808	北海道岩見沢市南町8条4－3－6	0126-25-8324		北海道
伝統農業保存伝承館	080-1189	北海道士幌町中士幌幹線86	01564-7-4688		北海道
東京大学文学部附属北海文化研究常呂実習施設　北海文化研究資料館	093-0216	北海道常呂町栄浦	0152-54-2387		北海道
当別伊達記念館伊達邸別館	061-0222	北海道当別町元町105	0133-22-3735		北海道
当別町開拓郷土館	061-0224	北海道当別町末広118	0133-23-2511		北海道
当麻世界の昆虫館・パピヨンシャトー	078-1300	北海道当麻町市街6区	0166-84-2001	http://www.town.tohma.hokkaido.jp/	北海道
当麻町郷土資料館	078-1300	北海道当麻町市街1区	0166-84-4340		北海道
洞爺湖森林博物館	052-0100	北海道壮瞥町中島	01427-5-4400		北海道
塘路湖エコミュージアムセンター　あるこっと	088-2203	北海道標茶町塘路湖畔	01548-7-3003		北海道
十勝川インフォメーションセンター	080-0030	北海道帯広市大通り北2丁目	0155-22-2740		北海道
十勝川資料館	083-0020	北海道池田町大通南1	01557-2-5713		北海道
ところ遺跡の館	093-0216	北海道常呂町栄浦371	0152-54-3393	http://www.city.kitami.lg.jp/tok_guide04/guide04.htm	北海道
鳥取百年館	084-0906	北海道釧路市鳥取大通4－2－18	0154-51-2404		北海道
椴法華村灯台ファミリー博物館・ピカリン館	041-0605	北海道函館市恵山岬町80-9	0138-86-2115		北海道
苫小牧ミニポートミュージアム	053-0003	北海道苫小牧市入船町1－2－34苫小牧港フェリーターミナル	0144-33-1171		北海道
苫小牧市科学センター	053-0018	北海道苫小牧市旭町3－1－12	0144-33-9158	http://www.city.tomakomai.hokkaido.jp/kagaku/	北海道
苫小牧市博物館	053-0011	北海道苫小牧市末広町3-9-7	0144-35-2550	http://www.city.tomakomai.hokkaido.jp/hakubutukan/	北海道
苫前町古代の里（郷土資料館・考古資料館・復元住居）	078-3701	北海道苫前町苫前393	01646-4-2954		北海道
豊富温泉自然観察館	098-4132	北海道豊富町温泉	0162-82-2496		北海道
屯田郷土資料館	001-0855	北海道札幌市北区屯田五条6－3－21	011-772-1811		北海道
道有林真狩樹木園	048-1605	北海道真狩村社271	0136-22-1152		北海道
奈井江町郷土館	079-0313	北海道奈井江町奈井江152－1	0125-65-5381		北海道
中川一郎記念館	089-2600	北海道広尾町門別19線51	01558-5-2100		北海道
中川町エコミュージアムセンター（中川町自然誌博物館）	098-2802	北海道中川町中川444	01656-7-2419	http://city.hokkai.or.jp/~kubinaga/	北海道
中札内村開拓記念館	089-1330	北海道中札内村大通南7－4	0155-67-2929		北海道
中標津町郷土館・緑ケ丘分館	086-1164	北海道中標津町丸山町2－22	01537-2-2190		北海道
中標津町郷土館	086-1164	北海道中標津町丸山2－15	01537-2-2190		北海道
中頓別町郷土資料館	098-5551	北海道中頓別町中頓別37	01634-6-1170		北海道
中野植物園	047-0045	北海道小樽市清水町26－30	0134-23-3468		北海道
中原悌二郎記念　旭川市彫刻美術館	070-0971	北海道旭川市四区1条1	0166-52-0033	http://www.fukido.co.jp/nakahara-hp/asa-mus/asa-mus.html	北海道
長沼町公民館郷土資料展示室	069-1300	北海道長沼町市街地	01238-8-2111		北海道
七飯町歴史館	041-1193	北海道七飯町本町568-6	0138-66-2181		北海道
名寄市北国博物館	096-0063	北海道名寄市緑丘222	01654-3-2575	http://www.city.nayoro.lg.jp/www/contents/1250045963314/index.html	北海道
名寄市プラネタリウム館	096-0010	北海道名寄市大通南2市立図書館内	01654-2-4751		北海道
ナリタブライアン記念館	059-2414	北海道新冠町新冠町朝日273－6	01464-5-7123		北海道
新冠町郷土資料館	059-2402	北海道新冠町中央町26	01464-7-2694		北海道
仁木町山村開発センター郷土資料室	048-2406	北海道仁木町西町1－52	0135-32-3621		北海道
西興部村郷土館	098-1501	北海道西興部村西興部240	01588-7-2111		北海道
西興部村　森の美術館「木夢」	098-1501	北海道西興部村西興部276	01588-7-2600	http://www.vill.nishiokoppe.hokkaido.jp/Office/komu/komu.htm	北海道
西村計雄記念美術館	048-2202	北海道共和町南幌似143－2	0135-71-2525	http://www.musee-nishimura.jp/	北海道
ニセコ　フォト　ミュージアム　自然学舎	048-1522	北海道ニセコ町曾我888－1	0136-44-1007		北海道
ニセコ湯の里高原ギャラリー	048-1321	北海道蘭越町湯里341－1	0136-58-2313		北海道
新田の森記念館	089-0611	北海道幕別町新町96－2	0155-54-6575		北海道
日本画家　後藤純男美術館	071-0524	北海道上富良野町東4線北26号	0167-45-6181	http://www.gotosumiomuseum.com/	北海道
糠平電力館	080-1404	北海道上士幌町黒石平4電源開発(株)	01564-4-2428		北海道
沼田町農業資料館	078-2202	北海道沼田町南一条1－9－26	01643-5-2813		北海道
沼田町化石館	078-2202	北海道沼田町南1条2丁目7－49	0164-35-1034		北海道
沼田町民会館	078-2202	北海道沼田町南一条1－9－11	01643-5-2727		北海道
根室市文化センター郷土資料館	087-0008	北海道根室市有磯町2－6	01532-3-5974		北海道
登別市郷土資料館・登別市文化伝承館	059-0016	北海道登別市片倉町6－27	0143-88-1339		北海道
のぼりべつクマ牧場ヒグマ博物館	059-0551	北海道登別市登別温泉町224	0143-84-2225	http://www.kamori.co.jp/bearpark/	北海道
登別マリンパークニクス	059-0492	北海道登別市登別東町1-22	0143-83-3800	http://www.nixe.co.jp/	北海道
野本醇　北の箱舟美術館	059-0465	北海道登別市登別本町2-21-4	0143-83-2788		北海道
博物館網走監獄	099-2421	北海道網走市呼人1－1	0152-45-2411		北海道
函館アートミュージアム	040-0053	北海道函館市末広町23－9	0138-26-0750		北海道
函館公園動物施設	040-0044	北海道函館市青柳町地内函館公園内	0138-22-7255		北海道
箱館昆布館	040-0053	北海道函館市末広町12－7	0138-23-8401		北海道
函館市北洋資料館	040-0001	北海道函館市五稜郭町37－8	0138-55-3455		北海道
箱館写真回廊	040-0011	北海道函館市本町24－6	0138-32-1881		北海道
函館市北方民族資料館	040-0053	北海道函館市末広町21－7	0138-22-4128		北海道
函館市旧イギリス領事館＜開港記念館＞	040-0054	北海道函館市元町33－14	0138-27-8159		北海道
函館市営熱帯植物園	042-0932	北海道函館市湯川町3－1－15	0138-57-0905		北海道
函館市恵山町郷土博物館	041-0523	北海道函館市恵山町柏野町117-146	0138-85-2400		北海道
函館市写真歴史館	040-0054	北海道函館市元町12-18元町公園内函館市元町観光案内所2F	0138-27-3333		北海道
函館市戸井郷土資料館	041-0311	北海道函館市浜町311	0138-82-2273		北海道
函館市文学館	040-0053	北海道函館市末広町22-5	0138-22-9014		北海道
箱館高田屋嘉兵衛資料館	040-0053	北海道函館市末広町13-22	0138-27-5226		北海道
函館山美術館	040-0054	北海道函館市元町3－29	0138-24-0011		北海道
橋本聖子メモリアルホール	059-1502	北海道早来町北進102-5早来町スポーツセンター「せいこドーム」内	01452-2-3944		北海道
羽幌町焼尻郷土館	078-3871	北海道羽幌町焼尻東浜183	01648-2-3392		北海道
羽幌町郷土資料館	078-4141	北海道羽幌町南町20	01646-2-4519		北海道
浜頓別町郷土資料館	098-5700	北海道浜頓別町154	ナシ		北海道
浜中町総合文化センター　郷土資料展示室	088-1521	北海道浜中町霧多布西3条1－47	0153-62-3131		北海道
浜益村郷土資料館	061-3101	北海道石狩市浜益区浜益8-5	0133-79-2402	http://www.vill.hamamasu.hokkaido.jp	北海道
馬事資料館	057-0002	北海道浦河町西幌別273－1	01462-8-1342		北海道
比布町郷土資料館	078-0322	北海道比布町北2線7	0166-85-2023		北海道
東川町郷土館	071-1400	北海道東川町東町1－16－2	0166-82-2111		北海道
東川町文化ギャラリー	071-1423	北海道東川町東町1－19－8	0166-82-4700		北海道
ひがし大雪博物館	080-1403	北海道上士幌町糠平	01564-4-2323		北海道
東利尻町カルチャーセンター	097-0101	北海道利尻富士町鴛泊栄町	01638-2-1721		北海道
土方歳三函館記念館・石川啄木函館記念館	040-0022	北海道函館市日乃出町25-4	0138-56-2801	http://www.romankan.com/	北海道
日高山脈館	079-2301	北海道日高町本町東1-297-12	01457-6-9033	http://www.town.hidaka.hokkaido.jp/hmc/	北海道
日高町郷土資料館	079-2300	北海道日高町日高297	01457-6-3173		北海道
氷海展望塔　オホーツクタワー	094-0023	北海道紋別市元紋別25番地ニ先	01582-3-1100		北海道
標本館	062-0045	北海道札幌市豊平区羊ケ丘1林業試験場内	011-851-4131		北海道
平岸郷土史料館	062-0933	北海道札幌市豊平区平岸三条9平岸児童会館内	011-812-2493		北海道
美瑛町郷土資料館	071-0208	北海道美瑛町本町3-5-15	0166-92-1251		北海道
美唄市郷土史料館	072-0025	北海道美唄市西二条南1－2－1	01266-2-1110		北海道
美々貝塚展示室	066-0012	北海道千歳市美々758	0123-24-4210	"http://www.city.chitose.hokkaido.jp/index.cfm/83,3237,124,129,html"	北海道
美深町文化会館ＣＯＭ１００　郷土資料室	098-2252	北海道美深町西町22	01656-2-1744		北海道
美深チョウザメ館	098-2366	北海道美深町紋穂内森林公園びふかアイランド内	01656-2-2595		北海道
美幌農業館・美幌博物館	092-0002	北海道美幌町美禽253-4	01527-2-2160	http://www.town.bihoro.hokkaido.jp/museum/index.html	北海道
平取町立二風谷アイヌ文化博物館	055-0101	北海道平取町二風谷55	01457-2-2892		北海道
ビート資料館	080-0831	北海道帯広市稲田町南八線西14ー31	0155-48-8812		北海道
ピアソン記念館	090-0036	北海道北見市幸町7－4－28	0157-23-2546		北海道
ファーム富田（花人の舎）	071-0703	北海道中富良野町北星	0167-39-3939	http://www.farm-tomita.co.jp/	北海道
風連町歴史民俗資料館	098-0505	北海道風連町南町85-2	01655-3-2531		北海道
深川市郷土資料館	074-0012	北海道深川市西町3-15生きがい文化センター内	0164-22-3555		北海道
福住開拓記念館	062-0041	北海道札幌市豊平区福住一条4	011-851-6414		北海道
伏木田光夫作品コレクション	057-0002	北海道浦河町西幌別	01462-8-1304		北海道
富良野市郷土館	076-0032	北海道富良野市若松町17－1	0167-22-3864		北海道
富良野風景画館	071-0737	北海道中富良野町奈江	0167-44-4477	http://www.furanofukeigakan.net/	北海道
古平町文化会館	046-0121	北海道古平町浜町	0135-42-2590		北海道
平和祈念館	049-3521	北海道長万部町長万部413	01377-2-5396		北海道
別海町郷土資料館	086-0201	北海道別海町別海宮舞町30	01537-5-0802		北海道
別海町鉄道記念館	088-2588	北海道別海町西春別駅前西町271	01537-7-3094		北海道
北鎮記念館	070-0902	北海道旭川市春光町陸上自衛隊第2師団旭川駐屯地内	0166-51-6111		北海道
北緯43度美術館	085-0245	北海道阿寒町上阿寒23線	0154-66-1117	http://www17.ocn.ne.jp/~n43mus/	北海道
北欧館　パンの博物館	063-0006	北海道札幌市西区山の手六条1－3－30	011-615-2121		北海道
北星学園創立百周年記念館	064-0804	北海道札幌市中央区南四条西17	011-561-7261		北海道
北武記念絵画館	062-0911	北海道札幌市豊平区旭町1-1-36	011-822-0306		北海道
北網圏北見文化センター	090-0015	北海道北見市公園町1	0157-23-6700	http://business4.plala.or.jp/bunsen21/	北海道
星の降る里百年記念館	075-0014	北海道芦別市北四条東1－1－3	01242-4-2121		北海道
北海道原子力環境センター	045-0123	北海道共和町宮丘26－1	0135-74-3131		北海道
北海道大学農学部附属苫小牧地方　演習林森林資料館	053-0035	北海道苫小牧市高丘文部省用地	0144-33-2171		北海道
